year,cell,doxx,temp,chla,flow,po4x,nh4x,no3x,totn,totp,orgp,orgn,pipx,tocx,tssx,sand,silt,clay,phyt
1999,    87, 0.940E+01, 0.114E+02, 0.000E+00, 0.822E+02, 0.591E+02, 0.867E+03, 0.322E+04, 0.570E+04, 0.206E+03, 0.101E+03, 0.162E+04, 0.461E+02, 0.227E+05, 0.469E+05, 0.209E+04, 0.269E+05, 0.179E+05, 0.000E+00
2000,    87, 0.860E+01, 0.134E+02, 0.000E+00, 0.879E+02, 0.712E+02, 0.951E+03, 0.241E+04, 0.540E+04, 0.261E+03, 0.119E+03, 0.204E+04, 0.710E+02, 0.287E+05, 0.702E+05, 0.313E+04, 0.402E+05, 0.268E+05, 0.000E+00
1991,    44, 0.987E+01, 0.974E+01, 0.000E+00, 0.143E+03, 0.121E+03, 0.147E+04, 0.448E+04, 0.887E+04, 0.350E+03, 0.155E+03, 0.293E+04, 0.743E+02, 0.415E+05, 0.771E+05, 0.344E+04, 0.442E+05, 0.295E+05, 0.000E+00
1992,    44, 0.910E+01, 0.117E+02, 0.000E+00, 0.169E+03, 0.142E+03, 0.158E+04, 0.449E+04, 0.910E+04, 0.361E+03, 0.171E+03, 0.303E+04, 0.483E+02, 0.432E+05, 0.536E+05, 0.239E+04, 0.307E+05, 0.205E+05, 0.000E+00
1993,    44, 0.978E+01, 0.999E+01, 0.000E+00, 0.175E+03, 0.167E+03, 0.164E+04, 0.575E+04, 0.107E+05, 0.414E+03, 0.183E+03, 0.336E+04, 0.639E+02, 0.476E+05, 0.735E+05, 0.328E+04, 0.421E+05, 0.281E+05, 0.000E+00
1994,    44, 0.985E+01, 0.102E+02, 0.000E+00, 0.218E+03, 0.181E+03, 0.173E+04, 0.518E+04, 0.122E+05, 0.580E+03, 0.217E+03, 0.532E+04, 0.183E+03, 0.762E+05, 0.193E+06, 0.861E+04, 0.111E+06, 0.738E+05, 0.000E+00
1995,    44, 0.929E+01, 0.107E+02, 0.000E+00, 0.134E+03, 0.151E+03, 0.147E+04, 0.492E+04, 0.943E+04, 0.421E+03, 0.168E+03, 0.304E+04, 0.101E+03, 0.428E+05, 0.117E+06, 0.522E+04, 0.671E+05, 0.447E+05, 0.000E+00
1996,    44, 0.909E+01, 0.120E+02, 0.000E+00, 0.254E+03, 0.225E+03, 0.195E+04, 0.584E+04, 0.132E+05, 0.620E+03, 0.251E+03, 0.540E+04, 0.144E+03, 0.770E+05, 0.137E+06, 0.610E+04, 0.784E+05, 0.522E+05, 0.000E+00
1997,    44, 0.980E+01, 0.972E+01, 0.000E+00, 0.175E+03, 0.164E+03, 0.153E+04, 0.531E+04, 0.102E+05, 0.400E+03, 0.175E+03, 0.333E+04, 0.600E+02, 0.474E+05, 0.662E+05, 0.295E+04, 0.380E+05, 0.253E+05, 0.000E+00
1998,    44, 0.102E+02, 0.901E+01, 0.000E+00, 0.195E+03, 0.187E+03, 0.161E+04, 0.639E+04, 0.118E+05, 0.457E+03, 0.199E+03, 0.383E+04, 0.714E+02, 0.546E+05, 0.824E+05, 0.367E+04, 0.472E+05, 0.315E+05, 0.000E+00
1999,    44, 0.942E+01, 0.114E+02, 0.000E+00, 0.189E+03, 0.169E+03, 0.170E+04, 0.759E+04, 0.133E+05, 0.497E+03, 0.194E+03, 0.405E+04, 0.135E+03, 0.577E+05, 0.142E+06, 0.635E+04, 0.816E+05, 0.544E+05, 0.000E+00
2000,    44, 0.864E+01, 0.134E+02, 0.000E+00, 0.202E+03, 0.204E+03, 0.187E+04, 0.584E+04, 0.128E+05, 0.641E+03, 0.229E+03, 0.504E+04, 0.208E+03, 0.721E+05, 0.216E+06, 0.963E+04, 0.124E+06, 0.825E+05, 0.000E+00
1991,    41, 0.984E+01, 0.972E+01, 0.000E+00, 0.244E+01, 0.301E+01, 0.845E+02, 0.202E+03, 0.332E+03, 0.127E+02, 0.870E+01, 0.455E+02, 0.102E+01, 0.542E+03, 0.848E+03, 0.378E+02, 0.486E+03, 0.324E+03, 0.000E+00
1992,    41, 0.907E+01, 0.117E+02, 0.000E+00, 0.288E+01, 0.341E+01, 0.872E+02, 0.198E+03, 0.331E+03, 0.139E+02, 0.994E+01, 0.463E+02, 0.565E+00, 0.538E+03, 0.450E+03, 0.201E+02, 0.258E+03, 0.172E+03, 0.000E+00
1993,    41, 0.975E+01, 0.999E+01, 0.000E+00, 0.299E+01, 0.353E+01, 0.934E+02, 0.221E+03, 0.366E+03, 0.146E+02, 0.102E+02, 0.520E+02, 0.816E+00, 0.616E+03, 0.681E+03, 0.304E+02, 0.390E+03, 0.260E+03, 0.000E+00
1994,    41, 0.981E+01, 0.102E+02, 0.000E+00, 0.373E+01, 0.374E+01, 0.952E+02, 0.205E+03, 0.384E+03, 0.174E+02, 0.109E+02, 0.835E+02, 0.273E+01, 0.107E+04, 0.229E+04, 0.102E+03, 0.131E+04, 0.875E+03, 0.000E+00
1995,    41, 0.924E+01, 0.108E+02, 0.000E+00, 0.229E+01, 0.333E+01, 0.843E+02, 0.184E+03, 0.315E+03, 0.144E+02, 0.967E+01, 0.474E+02, 0.137E+01, 0.554E+03, 0.113E+04, 0.503E+02, 0.646E+03, 0.431E+03, 0.000E+00
1996,    41, 0.905E+01, 0.121E+02, 0.000E+00, 0.435E+01, 0.454E+01, 0.101E+03, 0.209E+03, 0.395E+03, 0.200E+02, 0.134E+02, 0.850E+02, 0.215E+01, 0.106E+04, 0.179E+04, 0.798E+02, 0.103E+04, 0.684E+03, 0.000E+00
1997,    41, 0.978E+01, 0.971E+01, 0.000E+00, 0.299E+01, 0.334E+01, 0.842E+02, 0.186E+03, 0.321E+03, 0.139E+02, 0.976E+01, 0.508E+02, 0.789E+00, 0.608E+03, 0.653E+03, 0.291E+02, 0.374E+03, 0.249E+03, 0.000E+00
1998,    41, 0.102E+02, 0.901E+01, 0.000E+00, 0.334E+01, 0.379E+01, 0.873E+02, 0.203E+03, 0.350E+03, 0.158E+02, 0.111E+02, 0.601E+02, 0.910E+00, 0.728E+03, 0.771E+03, 0.344E+02, 0.442E+03, 0.295E+03, 0.000E+00
1999,    41, 0.938E+01, 0.114E+02, 0.000E+00, 0.322E+01, 0.353E+01, 0.875E+02, 0.219E+03, 0.369E+03, 0.156E+02, 0.104E+02, 0.626E+02, 0.165E+01, 0.769E+03, 0.140E+04, 0.622E+02, 0.800E+03, 0.533E+03, 0.000E+00
2000,    41, 0.858E+01, 0.135E+02, 0.000E+00, 0.344E+01, 0.419E+01, 0.936E+02, 0.192E+03, 0.365E+03, 0.190E+02, 0.123E+02, 0.800E+02, 0.254E+01, 0.100E+04, 0.212E+04, 0.944E+02, 0.121E+04, 0.808E+03, 0.000E+00
1991,    49, 0.964E+01, 0.106E+02, 0.000E+00, 0.239E+03, 0.143E+03, 0.437E+04, 0.904E+04, 0.174E+05, 0.607E+03, 0.374E+03, 0.401E+04, 0.906E+02, 0.542E+05, 0.235E+05, 0.982E+03, 0.135E+05, 0.907E+04, 0.000E+00
1992,    49, 0.899E+01, 0.121E+02, 0.000E+00, 0.288E+03, 0.161E+03, 0.458E+04, 0.859E+04, 0.175E+05, 0.645E+03, 0.422E+03, 0.428E+04, 0.625E+02, 0.581E+05, 0.145E+05, 0.592E+03, 0.831E+04, 0.562E+04, 0.000E+00
1993,    49, 0.971E+01, 0.102E+02, 0.000E+00, 0.305E+03, 0.171E+03, 0.468E+04, 0.102E+05, 0.198E+05, 0.701E+03, 0.445E+03, 0.486E+04, 0.851E+02, 0.660E+05, 0.216E+05, 0.896E+03, 0.124E+05, 0.835E+04, 0.000E+00
1994,    49, 0.980E+01, 0.104E+02, 0.000E+00, 0.350E+03, 0.171E+03, 0.474E+04, 0.897E+04, 0.205E+05, 0.835E+03, 0.457E+03, 0.680E+04, 0.208E+03, 0.947E+05, 0.570E+05, 0.242E+04, 0.327E+05, 0.220E+05, 0.000E+00
1995,    49, 0.924E+01, 0.109E+02, 0.000E+00, 0.205E+03, 0.144E+03, 0.422E+04, 0.818E+04, 0.158E+05, 0.603E+03, 0.373E+03, 0.345E+04, 0.859E+02, 0.458E+05, 0.243E+05, 0.103E+04, 0.139E+05, 0.935E+04, 0.000E+00
1996,    49, 0.906E+01, 0.124E+02, 0.000E+00, 0.429E+03, 0.218E+03, 0.531E+04, 0.959E+04, 0.231E+05, 0.105E+04, 0.590E+03, 0.822E+04, 0.237E+03, 0.114E+06, 0.594E+05, 0.248E+04, 0.340E+05, 0.229E+05, 0.000E+00
1997,    49, 0.980E+01, 0.996E+01, 0.000E+00, 0.279E+03, 0.149E+03, 0.436E+04, 0.852E+04, 0.172E+05, 0.605E+03, 0.389E+03, 0.431E+04, 0.662E+02, 0.590E+05, 0.179E+05, 0.752E+03, 0.102E+05, 0.689E+04, 0.000E+00
1998,    49, 0.103E+02, 0.906E+01, 0.000E+00, 0.316E+03, 0.171E+03, 0.447E+04, 0.100E+05, 0.201E+05, 0.746E+03, 0.464E+03, 0.559E+04, 0.111E+03, 0.768E+05, 0.270E+05, 0.111E+04, 0.154E+05, 0.104E+05, 0.000E+00
1999,    49, 0.945E+01, 0.114E+02, 0.000E+00, 0.320E+03, 0.172E+03, 0.473E+04, 0.118E+05, 0.228E+05, 0.843E+03, 0.466E+03, 0.629E+04, 0.204E+03, 0.866E+05, 0.518E+05, 0.216E+04, 0.296E+05, 0.200E+05, 0.000E+00
2000,    49, 0.864E+01, 0.136E+02, 0.000E+00, 0.343E+03, 0.199E+03, 0.507E+04, 0.908E+04, 0.219E+05, 0.102E+04, 0.544E+03, 0.776E+04, 0.279E+03, 0.107E+06, 0.684E+05, 0.285E+04, 0.392E+05, 0.264E+05, 0.000E+00
1991,    91, 0.968E+01, 0.935E+01, 0.000E+00, 0.160E+04, 0.111E+05, 0.178E+05, 0.170E+06, 0.299E+06, 0.142E+05, 0.226E+04, 0.111E+06, 0.817E+03, 0.165E+07, 0.191E+07, 0.787E+05, 0.118E+07, 0.649E+06, 0.000E+00
1992,    91, 0.907E+01, 0.108E+02, 0.000E+00, 0.155E+04, 0.949E+04, 0.154E+05, 0.171E+06, 0.297E+06, 0.129E+05, 0.222E+04, 0.110E+06, 0.124E+04, 0.164E+07, 0.276E+07, 0.113E+06, 0.171E+07, 0.935E+06, 0.000E+00
1993,    91, 0.966E+01, 0.968E+01, 0.000E+00, 0.188E+04, 0.179E+05, 0.231E+05, 0.234E+06, 0.392E+06, 0.218E+05, 0.278E+04, 0.135E+06, 0.114E+04, 0.200E+07, 0.278E+07, 0.114E+06, 0.171E+07, 0.957E+06, 0.000E+00
1994,    91, 0.959E+01, 0.103E+02, 0.000E+00, 0.261E+04, 0.198E+05, 0.253E+05, 0.257E+06, 0.475E+06, 0.262E+05, 0.406E+04, 0.193E+06, 0.240E+04, 0.284E+07, 0.572E+07, 0.235E+06, 0.353E+07, 0.195E+07, 0.000E+00
1995,    91, 0.948E+01, 0.100E+02, 0.000E+00, 0.174E+04, 0.127E+05, 0.265E+05, 0.186E+06, 0.351E+06, 0.184E+05, 0.291E+04, 0.138E+06, 0.274E+04, 0.202E+07, 0.709E+07, 0.292E+06, 0.436E+07, 0.244E+07, 0.000E+00
1996,    91, 0.918E+01, 0.110E+02, 0.000E+00, 0.308E+04, 0.218E+05, 0.328E+05, 0.254E+06, 0.546E+06, 0.342E+05, 0.532E+04, 0.258E+06, 0.706E+04, 0.380E+07, 0.132E+08, 0.545E+06, 0.828E+07, 0.440E+07, 0.000E+00
1997,    91, 0.944E+01, 0.102E+02, 0.000E+00, 0.203E+04, 0.128E+05, 0.234E+05, 0.208E+06, 0.380E+06, 0.169E+05, 0.309E+04, 0.149E+06, 0.101E+04, 0.220E+07, 0.243E+07, 0.999E+05, 0.149E+07, 0.839E+06, 0.000E+00
1998,    91, 0.988E+01, 0.903E+01, 0.000E+00, 0.215E+04, 0.151E+05, 0.262E+05, 0.220E+06, 0.403E+06, 0.194E+05, 0.329E+04, 0.157E+06, 0.108E+04, 0.232E+07, 0.258E+07, 0.106E+06, 0.159E+07, 0.881E+06, 0.000E+00
1999,    91, 0.922E+01, 0.120E+02, 0.000E+00, 0.230E+04, 0.126E+05, 0.222E+05, 0.182E+06, 0.402E+06, 0.273E+05, 0.430E+04, 0.198E+06, 0.103E+05, 0.288E+07, 0.166E+08, 0.684E+06, 0.104E+08, 0.548E+07, 0.000E+00
2000,    91, 0.882E+01, 0.120E+02, 0.000E+00, 0.232E+04, 0.145E+05, 0.257E+05, 0.196E+06, 0.389E+06, 0.209E+05, 0.361E+04, 0.168E+06, 0.287E+04, 0.248E+07, 0.594E+07, 0.245E+06, 0.367E+07, 0.202E+07, 0.000E+00
1991,    51, 0.977E+01, 0.939E+01, 0.000E+00, 0.436E+03, 0.224E+04, 0.605E+04, 0.563E+05, 0.940E+05, 0.344E+04, 0.699E+03, 0.317E+05, 0.503E+03, 0.469E+06, 0.107E+07, 0.440E+05, 0.669E+06, 0.356E+06, 0.000E+00
1992,    51, 0.921E+01, 0.107E+02, 0.000E+00, 0.402E+03, 0.189E+04, 0.543E+04, 0.552E+05, 0.902E+05, 0.311E+04, 0.642E+03, 0.295E+05, 0.571E+03, 0.438E+06, 0.123E+07, 0.506E+05, 0.767E+06, 0.411E+06, 0.000E+00
1993,    51, 0.978E+01, 0.959E+01, 0.000E+00, 0.509E+03, 0.353E+04, 0.762E+04, 0.711E+05, 0.117E+06, 0.499E+04, 0.853E+03, 0.384E+05, 0.608E+03, 0.568E+06, 0.136E+07, 0.561E+05, 0.847E+06, 0.459E+06, 0.000E+00
1994,    51, 0.971E+01, 0.101E+02, 0.000E+00, 0.709E+03, 0.402E+04, 0.822E+04, 0.777E+05, 0.141E+06, 0.640E+04, 0.120E+04, 0.546E+05, 0.117E+04, 0.805E+06, 0.250E+07, 0.103E+06, 0.156E+07, 0.841E+06, 0.000E+00
1995,    51, 0.961E+01, 0.995E+01, 0.000E+00, 0.475E+03, 0.261E+04, 0.799E+04, 0.604E+05, 0.107E+06, 0.474E+04, 0.854E+03, 0.385E+05, 0.128E+04, 0.566E+06, 0.299E+07, 0.123E+06, 0.186E+07, 0.101E+07, 0.000E+00
1996,    51, 0.933E+01, 0.110E+02, 0.000E+00, 0.873E+03, 0.468E+04, 0.104E+05, 0.808E+05, 0.167E+06, 0.935E+04, 0.161E+04, 0.758E+05, 0.306E+04, 0.111E+07, 0.570E+07, 0.235E+06, 0.359E+07, 0.188E+07, 0.000E+00
1997,    51, 0.959E+01, 0.101E+02, 0.000E+00, 0.553E+03, 0.272E+04, 0.775E+04, 0.664E+05, 0.117E+06, 0.429E+04, 0.948E+03, 0.432E+05, 0.616E+03, 0.638E+06, 0.131E+07, 0.538E+05, 0.813E+06, 0.439E+06, 0.000E+00
1998,    51, 0.994E+01, 0.910E+01, 0.000E+00, 0.586E+03, 0.326E+04, 0.816E+04, 0.699E+05, 0.125E+06, 0.495E+04, 0.104E+04, 0.466E+05, 0.644E+03, 0.686E+06, 0.130E+07, 0.537E+05, 0.813E+06, 0.437E+06, 0.000E+00
1999,    51, 0.935E+01, 0.121E+02, 0.000E+00, 0.629E+03, 0.281E+04, 0.731E+04, 0.612E+05, 0.124E+06, 0.811E+04, 0.118E+04, 0.555E+05, 0.411E+04, 0.812E+06, 0.694E+07, 0.286E+06, 0.437E+07, 0.228E+07, 0.000E+00
2000,    51, 0.906E+01, 0.116E+02, 0.000E+00, 0.631E+03, 0.312E+04, 0.874E+04, 0.679E+05, 0.126E+06, 0.560E+04, 0.109E+04, 0.494E+05, 0.140E+04, 0.729E+06, 0.278E+07, 0.114E+06, 0.173E+07, 0.932E+06, 0.000E+00
1991,    68, 0.108E+02, 0.910E+01, 0.543E+00, 0.355E+03, 0.114E+04, 0.317E+04, 0.302E+05, 0.521E+05, 0.309E+04, 0.604E+03, 0.188E+05, 0.134E+04, 0.317E+06, 0.176E+07, 0.420E+05, 0.100E+07, 0.717E+06, 0.238E+04
1992,    68, 0.100E+02, 0.118E+02, 0.743E+00, 0.536E+03, 0.217E+04, 0.415E+04, 0.332E+05, 0.623E+05, 0.482E+04, 0.853E+03, 0.249E+05, 0.179E+04, 0.420E+06, 0.209E+07, 0.497E+05, 0.118E+07, 0.860E+06, 0.492E+04
1993,    68, 0.107E+02, 0.961E+01, 0.500E+00, 0.735E+03, 0.319E+04, 0.712E+04, 0.433E+05, 0.859E+05, 0.712E+04, 0.121E+04, 0.355E+05, 0.271E+04, 0.592E+06, 0.407E+07, 0.887E+05, 0.233E+07, 0.165E+07, 0.454E+04
1994,    68, 0.107E+02, 0.964E+01, 0.447E+00, 0.897E+03, 0.289E+04, 0.563E+04, 0.419E+05, 0.898E+05, 0.682E+04, 0.133E+04, 0.423E+05, 0.260E+04, 0.716E+06, 0.484E+07, 0.995E+05, 0.277E+07, 0.196E+07, 0.495E+04
1995,    68, 0.104E+02, 0.104E+02, 0.818E+00, 0.494E+03, 0.231E+04, 0.477E+04, 0.404E+05, 0.787E+05, 0.632E+04, 0.937E+03, 0.335E+05, 0.308E+04, 0.573E+06, 0.391E+07, 0.103E+06, 0.224E+07, 0.156E+07, 0.499E+04
1996,    68, 0.105E+02, 0.104E+02, 0.480E+00, 0.980E+03, 0.305E+04, 0.637E+04, 0.457E+05, 0.997E+05, 0.746E+04, 0.145E+04, 0.477E+05, 0.295E+04, 0.813E+06, 0.418E+07, 0.862E+05, 0.237E+07, 0.172E+07, 0.581E+04
1997,    68, 0.105E+02, 0.992E+01, 0.560E+00, 0.573E+03, 0.172E+04, 0.435E+04, 0.367E+05, 0.661E+05, 0.387E+04, 0.890E+03, 0.251E+05, 0.126E+04, 0.420E+06, 0.159E+07, 0.365E+05, 0.883E+06, 0.663E+06, 0.396E+04
1998,    68, 0.109E+02, 0.908E+01, 0.398E+00, 0.833E+03, 0.246E+04, 0.524E+04, 0.507E+05, 0.935E+05, 0.587E+04, 0.121E+04, 0.375E+05, 0.221E+04, 0.635E+06, 0.398E+07, 0.725E+05, 0.229E+07, 0.162E+07, 0.409E+04
1999,    68, 0.997E+01, 0.124E+02, 0.516E+00, 0.537E+03, 0.233E+04, 0.422E+04, 0.580E+05, 0.960E+05, 0.652E+04, 0.866E+03, 0.338E+05, 0.332E+04, 0.585E+06, 0.414E+07, 0.877E+05, 0.241E+07, 0.164E+07, 0.342E+04
2000,    68, 0.986E+01, 0.122E+02, 0.586E+00, 0.758E+03, 0.252E+04, 0.649E+04, 0.408E+05, 0.871E+05, 0.692E+04, 0.118E+04, 0.398E+05, 0.322E+04, 0.678E+06, 0.380E+07, 0.825E+05, 0.217E+07, 0.154E+07, 0.548E+04
1991,    54, 0.104E+02, 0.928E+01, 0.000E+00, 0.992E+02, 0.392E+03, 0.134E+04, 0.417E+04, 0.118E+05, 0.967E+03, 0.185E+03, 0.629E+04, 0.390E+03, 0.112E+06, 0.312E+06, 0.130E+05, 0.179E+06, 0.120E+06, 0.000E+00
1992,    54, 0.939E+01, 0.121E+02, 0.000E+00, 0.151E+03, 0.604E+03, 0.156E+04, 0.477E+04, 0.153E+05, 0.141E+04, 0.251E+03, 0.898E+04, 0.555E+03, 0.161E+06, 0.428E+06, 0.178E+05, 0.245E+06, 0.165E+06, 0.000E+00
1993,    54, 0.102E+02, 0.989E+01, 0.000E+00, 0.180E+03, 0.720E+03, 0.269E+04, 0.660E+04, 0.194E+05, 0.165E+04, 0.298E+03, 0.102E+05, 0.637E+03, 0.179E+06, 0.542E+06, 0.226E+05, 0.311E+06, 0.209E+06, 0.000E+00
1994,    54, 0.102E+02, 0.998E+01, 0.000E+00, 0.216E+03, 0.694E+03, 0.199E+04, 0.612E+04, 0.199E+05, 0.164E+04, 0.327E+03, 0.118E+05, 0.616E+03, 0.210E+06, 0.560E+06, 0.233E+05, 0.321E+06, 0.216E+06, 0.000E+00
1995,    54, 0.988E+01, 0.105E+02, 0.000E+00, 0.138E+03, 0.592E+03, 0.204E+04, 0.578E+04, 0.172E+05, 0.158E+04, 0.251E+03, 0.942E+04, 0.741E+03, 0.168E+06, 0.609E+06, 0.254E+05, 0.349E+06, 0.235E+06, 0.000E+00
1996,    54, 0.994E+01, 0.106E+02, 0.000E+00, 0.239E+03, 0.765E+03, 0.219E+04, 0.681E+04, 0.225E+05, 0.183E+04, 0.373E+03, 0.135E+05, 0.693E+03, 0.240E+06, 0.564E+06, 0.235E+05, 0.323E+06, 0.217E+06, 0.000E+00
1997,    54, 0.993E+01, 0.101E+02, 0.000E+00, 0.147E+03, 0.523E+03, 0.174E+04, 0.549E+04, 0.158E+05, 0.113E+04, 0.251E+03, 0.854E+04, 0.351E+03, 0.152E+06, 0.273E+06, 0.114E+05, 0.157E+06, 0.105E+06, 0.000E+00
1998,    54, 0.105E+02, 0.918E+01, 0.000E+00, 0.194E+03, 0.587E+03, 0.185E+04, 0.750E+04, 0.196E+05, 0.136E+04, 0.298E+03, 0.103E+05, 0.477E+03, 0.182E+06, 0.402E+06, 0.168E+05, 0.230E+06, 0.155E+06, 0.000E+00
1999,    54, 0.974E+01, 0.121E+02, 0.000E+00, 0.147E+03, 0.524E+03, 0.144E+04, 0.741E+04, 0.179E+05, 0.138E+04, 0.228E+03, 0.907E+04, 0.632E+03, 0.163E+06, 0.512E+06, 0.213E+05, 0.293E+06, 0.197E+06, 0.000E+00
2000,    54, 0.928E+01, 0.123E+02, 0.000E+00, 0.190E+03, 0.674E+03, 0.261E+04, 0.651E+04, 0.204E+05, 0.167E+04, 0.308E+03, 0.113E+05, 0.693E+03, 0.201E+06, 0.561E+06, 0.234E+05, 0.322E+06, 0.216E+06, 0.000E+00
1991,    33, 0.101E+02, 0.892E+01, 0.000E+00, 0.614E+02, 0.287E+03, 0.803E+03, 0.796E+04, 0.124E+05, 0.549E+03, 0.119E+03, 0.362E+04, 0.143E+03, 0.635E+05, 0.365E+06, 0.152E+05, 0.209E+06, 0.140E+06, 0.000E+00
1992,    33, 0.915E+01, 0.115E+02, 0.000E+00, 0.933E+02, 0.632E+03, 0.105E+04, 0.922E+04, 0.151E+05, 0.968E+03, 0.165E+03, 0.487E+04, 0.171E+03, 0.857E+05, 0.416E+06, 0.173E+05, 0.238E+06, 0.160E+06, 0.000E+00
1993,    33, 0.100E+02, 0.966E+01, 0.000E+00, 0.129E+03, 0.994E+03, 0.158E+04, 0.113E+05, 0.197E+05, 0.153E+04, 0.229E+03, 0.684E+04, 0.307E+03, 0.118E+06, 0.817E+06, 0.341E+05, 0.468E+06, 0.315E+06, 0.000E+00
1994,    33, 0.101E+02, 0.957E+01, 0.000E+00, 0.157E+03, 0.862E+03, 0.140E+04, 0.115E+05, 0.210E+05, 0.142E+04, 0.245E+03, 0.811E+04, 0.316E+03, 0.142E+06, 0.935E+06, 0.390E+05, 0.536E+06, 0.360E+06, 0.000E+00
1995,    33, 0.949E+01, 0.103E+02, 0.000E+00, 0.854E+02, 0.699E+03, 0.113E+04, 0.103E+05, 0.178E+05, 0.127E+04, 0.177E+03, 0.639E+04, 0.395E+03, 0.113E+06, 0.955E+06, 0.398E+05, 0.548E+06, 0.368E+06, 0.000E+00
1996,    33, 0.968E+01, 0.103E+02, 0.000E+00, 0.171E+03, 0.884E+03, 0.152E+04, 0.120E+05, 0.225E+05, 0.150E+04, 0.274E+03, 0.895E+04, 0.339E+03, 0.157E+06, 0.762E+06, 0.318E+05, 0.437E+06, 0.294E+06, 0.000E+00
1997,    33, 0.959E+01, 0.987E+01, 0.000E+00, 0.996E+02, 0.471E+03, 0.105E+04, 0.963E+04, 0.153E+05, 0.762E+03, 0.160E+03, 0.460E+04, 0.130E+03, 0.807E+05, 0.312E+06, 0.130E+05, 0.179E+06, 0.120E+06, 0.000E+00
1998,    33, 0.103E+02, 0.885E+01, 0.000E+00, 0.146E+03, 0.711E+03, 0.121E+04, 0.125E+05, 0.205E+05, 0.118E+04, 0.223E+03, 0.684E+04, 0.249E+03, 0.119E+06, 0.659E+06, 0.275E+05, 0.378E+06, 0.254E+06, 0.000E+00
1999,    33, 0.934E+01, 0.124E+02, 0.000E+00, 0.922E+02, 0.669E+03, 0.974E+03, 0.132E+05, 0.203E+05, 0.123E+04, 0.160E+03, 0.615E+04, 0.403E+03, 0.110E+06, 0.761E+06, 0.317E+05, 0.436E+06, 0.293E+06, 0.000E+00
2000,    33, 0.896E+01, 0.120E+02, 0.000E+00, 0.132E+03, 0.657E+03, 0.131E+04, 0.989E+04, 0.182E+05, 0.120E+04, 0.213E+03, 0.704E+04, 0.333E+03, 0.124E+06, 0.681E+06, 0.284E+05, 0.390E+06, 0.262E+06, 0.000E+00
1991,    80, 0.102E+02, 0.887E+01, 0.000E+00, 0.972E+01, 0.697E+02, 0.137E+03, 0.114E+04, 0.204E+04, 0.115E+03, 0.219E+02, 0.765E+03, 0.231E+02, 0.135E+05, 0.949E+05, 0.395E+04, 0.544E+05, 0.366E+05, 0.000E+00
1992,    80, 0.920E+01, 0.115E+02, 0.000E+00, 0.149E+02, 0.164E+03, 0.184E+03, 0.156E+04, 0.285E+04, 0.225E+03, 0.319E+02, 0.111E+04, 0.288E+02, 0.197E+05, 0.108E+06, 0.451E+04, 0.620E+05, 0.417E+05, 0.000E+00
1993,    80, 0.101E+02, 0.960E+01, 0.000E+00, 0.200E+02, 0.265E+03, 0.308E+03, 0.202E+04, 0.379E+04, 0.365E+03, 0.441E+02, 0.146E+04, 0.560E+02, 0.254E+05, 0.222E+06, 0.924E+04, 0.127E+06, 0.854E+05, 0.000E+00
1994,    80, 0.102E+02, 0.952E+01, 0.000E+00, 0.244E+02, 0.227E+03, 0.262E+03, 0.218E+04, 0.417E+04, 0.330E+03, 0.492E+02, 0.173E+04, 0.545E+02, 0.303E+05, 0.254E+06, 0.106E+05, 0.146E+06, 0.979E+05, 0.000E+00
1995,    80, 0.953E+01, 0.103E+02, 0.000E+00, 0.136E+02, 0.183E+03, 0.211E+03, 0.175E+04, 0.320E+04, 0.287E+03, 0.336E+02, 0.123E+04, 0.707E+02, 0.216E+05, 0.255E+06, 0.106E+05, 0.146E+06, 0.982E+05, 0.000E+00
1996,    80, 0.974E+01, 0.102E+02, 0.000E+00, 0.265E+02, 0.230E+03, 0.280E+03, 0.233E+04, 0.445E+04, 0.339E+03, 0.534E+02, 0.184E+04, 0.550E+02, 0.323E+05, 0.195E+06, 0.812E+04, 0.112E+06, 0.751E+05, 0.000E+00
1997,    80, 0.962E+01, 0.984E+01, 0.000E+00, 0.154E+02, 0.119E+03, 0.188E+03, 0.181E+04, 0.303E+04, 0.173E+03, 0.313E+02, 0.103E+04, 0.227E+02, 0.182E+05, 0.824E+05, 0.344E+04, 0.473E+05, 0.318E+05, 0.000E+00
1998,    80, 0.104E+02, 0.882E+01, 0.000E+00, 0.224E+02, 0.185E+03, 0.222E+03, 0.231E+04, 0.396E+04, 0.271E+03, 0.428E+02, 0.143E+04, 0.424E+02, 0.250E+05, 0.177E+06, 0.737E+04, 0.101E+06, 0.682E+05, 0.000E+00
1999,    80, 0.937E+01, 0.124E+02, 0.000E+00, 0.149E+02, 0.176E+03, 0.166E+03, 0.207E+04, 0.337E+04, 0.276E+03, 0.290E+02, 0.113E+04, 0.717E+02, 0.201E+05, 0.195E+06, 0.811E+04, 0.112E+06, 0.750E+05, 0.000E+00
2000,    80, 0.903E+01, 0.119E+02, 0.000E+00, 0.205E+02, 0.168E+03, 0.235E+03, 0.193E+04, 0.354E+04, 0.262E+03, 0.394E+02, 0.137E+04, 0.548E+02, 0.242E+05, 0.173E+06, 0.720E+04, 0.990E+05, 0.665E+05, 0.000E+00
