year,cell,doxx,temp,chla,flow,po4x,nh4x,no3x,totn,totp,orgp,orgn,pipx,tocx,tssx,sand,silt,clay,phyt
1995,    16, 0.907E+01, 0.114E+02, 0.000E+00, 0.435E+03, 0.236E+04, 0.344E+04, 0.219E+05, 0.433E+05, 0.359E+04, 0.528E+03, 0.179E+05, 0.702E+03, 0.321E+06, 0.826E+06, 0.508E+05, 0.415E+06, 0.360E+06, 0.000E+00
1996,    16, 0.892E+01, 0.126E+02, 0.000E+00, 0.823E+03, 0.379E+04, 0.553E+04, 0.298E+05, 0.688E+05, 0.595E+04, 0.960E+03, 0.335E+05, 0.120E+04, 0.597E+06, 0.136E+07, 0.839E+05, 0.688E+06, 0.592E+06, 0.000E+00
1997,    16, 0.941E+01, 0.110E+02, 0.000E+00, 0.563E+03, 0.217E+04, 0.351E+04, 0.271E+05, 0.515E+05, 0.330E+04, 0.632E+03, 0.209E+05, 0.498E+03, 0.373E+06, 0.481E+06, 0.296E+05, 0.239E+06, 0.212E+06, 0.000E+00
1998,    16, 0.100E+02, 0.966E+01, 0.000E+00, 0.740E+03, 0.271E+04, 0.414E+04, 0.305E+05, 0.651E+05, 0.488E+04, 0.887E+03, 0.304E+05, 0.128E+04, 0.539E+06, 0.156E+07, 0.958E+05, 0.782E+06, 0.680E+06, 0.000E+00
1999,    16, 0.924E+01, 0.127E+02, 0.000E+00, 0.776E+03, 0.229E+04, 0.370E+04, 0.240E+05, 0.625E+05, 0.570E+04, 0.903E+03, 0.348E+05, 0.251E+04, 0.616E+06, 0.231E+07, 0.142E+06, 0.115E+07, 0.102E+07, 0.000E+00
2000,    16, 0.828E+01, 0.142E+02, 0.000E+00, 0.654E+03, 0.270E+04, 0.473E+04, 0.260E+05, 0.565E+05, 0.445E+04, 0.739E+03, 0.258E+05, 0.101E+04, 0.461E+06, 0.117E+07, 0.718E+05, 0.587E+06, 0.509E+06, 0.000E+00
1991,    26, 0.973E+01, 0.998E+01, 0.000E+00, 0.955E+03, 0.392E+04, 0.573E+04, 0.323E+05, 0.725E+05, 0.618E+04, 0.985E+03, 0.344E+05, 0.127E+04, 0.614E+06, 0.847E+06, 0.521E+05, 0.442E+06, 0.353E+06, 0.000E+00
1992,    26, 0.862E+01, 0.131E+02, 0.000E+00, 0.155E+04, 0.646E+04, 0.840E+04, 0.416E+05, 0.108E+06, 0.986E+04, 0.155E+04, 0.578E+05, 0.185E+04, 0.104E+07, 0.117E+07, 0.721E+05, 0.612E+06, 0.489E+06, 0.000E+00
1993,    26, 0.959E+01, 0.107E+02, 0.000E+00, 0.151E+04, 0.673E+04, 0.938E+04, 0.511E+05, 0.114E+06, 0.983E+04, 0.161E+04, 0.539E+05, 0.149E+04, 0.956E+06, 0.994E+06, 0.611E+05, 0.519E+06, 0.414E+06, 0.000E+00
1994,    26, 0.956E+01, 0.107E+02, 0.000E+00, 0.173E+04, 0.602E+04, 0.968E+04, 0.576E+05, 0.129E+06, 0.965E+04, 0.182E+04, 0.619E+05, 0.181E+04, 0.110E+07, 0.115E+07, 0.708E+05, 0.601E+06, 0.480E+06, 0.000E+00
1995,    26, 0.904E+01, 0.116E+02, 0.000E+00, 0.117E+04, 0.539E+04, 0.763E+04, 0.385E+05, 0.902E+05, 0.864E+04, 0.115E+04, 0.441E+05, 0.210E+04, 0.792E+06, 0.142E+07, 0.875E+05, 0.743E+06, 0.593E+06, 0.000E+00
1996,    26, 0.901E+01, 0.126E+02, 0.000E+00, 0.214E+04, 0.834E+04, 0.129E+05, 0.588E+05, 0.156E+06, 0.136E+05, 0.229E+04, 0.841E+05, 0.300E+04, 0.150E+07, 0.190E+07, 0.117E+06, 0.992E+06, 0.792E+06, 0.000E+00
1997,    26, 0.949E+01, 0.108E+02, 0.000E+00, 0.139E+04, 0.473E+04, 0.820E+04, 0.644E+05, 0.121E+06, 0.713E+04, 0.143E+04, 0.486E+05, 0.973E+03, 0.868E+06, 0.615E+06, 0.379E+05, 0.321E+06, 0.256E+06, 0.000E+00
1998,    26, 0.100E+02, 0.961E+01, 0.000E+00, 0.176E+04, 0.589E+04, 0.967E+04, 0.619E+05, 0.137E+06, 0.983E+04, 0.193E+04, 0.657E+05, 0.201E+04, 0.116E+07, 0.123E+07, 0.758E+05, 0.643E+06, 0.514E+06, 0.000E+00
1999,    26, 0.940E+01, 0.124E+02, 0.000E+00, 0.186E+04, 0.477E+04, 0.859E+04, 0.456E+05, 0.130E+06, 0.113E+05, 0.197E+04, 0.755E+05, 0.460E+04, 0.133E+07, 0.248E+07, 0.153E+06, 0.130E+07, 0.104E+07, 0.000E+00
2000,    26, 0.830E+01, 0.139E+02, 0.000E+00, 0.154E+04, 0.525E+04, 0.101E+05, 0.487E+05, 0.113E+06, 0.865E+04, 0.150E+04, 0.540E+05, 0.191E+04, 0.964E+06, 0.119E+07, 0.735E+05, 0.623E+06, 0.498E+06, 0.000E+00
1991,    30, 0.948E+01, 0.102E+02, 0.000E+00, 0.540E+03, 0.194E+04, 0.283E+04, 0.217E+05, 0.410E+05, 0.286E+04, 0.456E+03, 0.165E+05, 0.465E+03, 0.294E+06, 0.994E+06, 0.567E+05, 0.491E+06, 0.446E+06, 0.000E+00
1992,    30, 0.850E+01, 0.128E+02, 0.000E+00, 0.861E+03, 0.321E+04, 0.391E+04, 0.259E+05, 0.560E+05, 0.461E+04, 0.675E+03, 0.262E+05, 0.724E+03, 0.472E+06, 0.852E+06, 0.486E+05, 0.421E+06, 0.382E+06, 0.000E+00
1993,    30, 0.947E+01, 0.106E+02, 0.000E+00, 0.835E+03, 0.359E+04, 0.443E+04, 0.314E+05, 0.604E+05, 0.479E+04, 0.696E+03, 0.246E+05, 0.498E+03, 0.439E+06, 0.102E+07, 0.580E+05, 0.503E+06, 0.457E+06, 0.000E+00
1994,    30, 0.946E+01, 0.105E+02, 0.000E+00, 0.930E+03, 0.317E+04, 0.430E+04, 0.324E+05, 0.625E+05, 0.444E+04, 0.743E+03, 0.258E+05, 0.524E+03, 0.460E+06, 0.794E+06, 0.452E+05, 0.392E+06, 0.356E+06, 0.000E+00
1995,    30, 0.897E+01, 0.114E+02, 0.000E+00, 0.614E+03, 0.237E+04, 0.318E+04, 0.218E+05, 0.463E+05, 0.375E+04, 0.518E+03, 0.213E+05, 0.856E+03, 0.383E+06, 0.183E+07, 0.105E+06, 0.906E+06, 0.823E+06, 0.000E+00
1996,    30, 0.881E+01, 0.125E+02, 0.000E+00, 0.116E+04, 0.440E+04, 0.539E+04, 0.325E+05, 0.753E+05, 0.654E+04, 0.976E+03, 0.374E+05, 0.116E+04, 0.669E+06, 0.156E+07, 0.890E+05, 0.771E+06, 0.700E+06, 0.000E+00
1997,    30, 0.930E+01, 0.109E+02, 0.000E+00, 0.765E+03, 0.255E+04, 0.370E+04, 0.327E+05, 0.571E+05, 0.342E+04, 0.586E+03, 0.207E+05, 0.287E+03, 0.372E+06, 0.390E+06, 0.222E+05, 0.193E+06, 0.175E+06, 0.000E+00
1998,    30, 0.990E+01, 0.962E+01, 0.000E+00, 0.950E+03, 0.354E+04, 0.465E+04, 0.352E+05, 0.677E+05, 0.490E+04, 0.804E+03, 0.279E+05, 0.550E+03, 0.497E+06, 0.946E+06, 0.539E+05, 0.467E+06, 0.424E+06, 0.000E+00
1999,    30, 0.919E+01, 0.127E+02, 0.000E+00, 0.109E+04, 0.334E+04, 0.431E+04, 0.272E+05, 0.776E+05, 0.729E+04, 0.113E+04, 0.461E+05, 0.282E+04, 0.810E+06, 0.376E+07, 0.214E+06, 0.186E+07, 0.169E+07, 0.000E+00
2000,    30, 0.817E+01, 0.135E+02, 0.000E+00, 0.860E+03, 0.393E+04, 0.432E+04, 0.278E+05, 0.568E+05, 0.531E+04, 0.689E+03, 0.247E+05, 0.693E+03, 0.441E+06, 0.105E+07, 0.598E+05, 0.518E+06, 0.471E+06, 0.000E+00
1991,    66, 0.976E+01, 0.989E+01, 0.000E+00, 0.366E+02, 0.279E+03, 0.448E+03, 0.311E+04, 0.567E+04, 0.405E+03, 0.827E+02, 0.211E+04, 0.436E+02, 0.373E+05, 0.964E+05, 0.593E+04, 0.501E+05, 0.404E+05, 0.000E+00
1992,    66, 0.871E+01, 0.130E+02, 0.000E+00, 0.585E+02, 0.455E+03, 0.606E+03, 0.391E+04, 0.777E+04, 0.634E+03, 0.123E+03, 0.325E+04, 0.560E+02, 0.577E+05, 0.103E+06, 0.633E+04, 0.534E+05, 0.431E+05, 0.000E+00
1993,    66, 0.973E+01, 0.104E+02, 0.000E+00, 0.568E+02, 0.501E+03, 0.683E+03, 0.461E+04, 0.865E+04, 0.700E+03, 0.127E+03, 0.335E+04, 0.725E+02, 0.588E+05, 0.185E+06, 0.114E+05, 0.959E+05, 0.774E+05, 0.000E+00
1994,    66, 0.964E+01, 0.106E+02, 0.000E+00, 0.659E+02, 0.464E+03, 0.742E+03, 0.511E+04, 0.958E+04, 0.681E+03, 0.143E+03, 0.373E+04, 0.738E+02, 0.653E+05, 0.149E+06, 0.919E+04, 0.776E+05, 0.627E+05, 0.000E+00
1995,    66, 0.901E+01, 0.118E+02, 0.000E+00, 0.479E+02, 0.463E+03, 0.637E+03, 0.341E+04, 0.676E+04, 0.646E+03, 0.105E+03, 0.272E+04, 0.782E+02, 0.480E+05, 0.135E+06, 0.829E+04, 0.700E+05, 0.565E+05, 0.000E+00
1996,    66, 0.913E+01, 0.125E+02, 0.000E+00, 0.826E+02, 0.708E+03, 0.929E+03, 0.462E+04, 0.103E+05, 0.101E+04, 0.171E+03, 0.475E+04, 0.130E+03, 0.834E+05, 0.237E+06, 0.146E+05, 0.123E+06, 0.995E+05, 0.000E+00
1997,    66, 0.956E+01, 0.107E+02, 0.000E+00, 0.515E+02, 0.369E+03, 0.586E+03, 0.395E+04, 0.728E+04, 0.520E+03, 0.108E+03, 0.274E+04, 0.437E+02, 0.482E+05, 0.640E+05, 0.394E+04, 0.332E+05, 0.268E+05, 0.000E+00
1998,    66, 0.102E+02, 0.946E+01, 0.000E+00, 0.669E+02, 0.469E+03, 0.696E+03, 0.487E+04, 0.941E+04, 0.731E+03, 0.145E+03, 0.384E+04, 0.117E+03, 0.671E+05, 0.256E+06, 0.157E+05, 0.133E+06, 0.107E+06, 0.000E+00
1999,    66, 0.949E+01, 0.122E+02, 0.000E+00, 0.641E+02, 0.377E+03, 0.566E+03, 0.369E+04, 0.802E+04, 0.688E+03, 0.126E+03, 0.376E+04, 0.185E+03, 0.662E+05, 0.302E+06, 0.186E+05, 0.157E+06, 0.127E+06, 0.000E+00
2000,    66, 0.842E+01, 0.138E+02, 0.000E+00, 0.601E+02, 0.477E+03, 0.774E+03, 0.400E+04, 0.825E+04, 0.713E+03, 0.129E+03, 0.347E+04, 0.107E+03, 0.613E+05, 0.201E+06, 0.124E+05, 0.104E+06, 0.843E+05, 0.000E+00
1991,    24, 0.927E+01, 0.104E+02, 0.000E+00, 0.331E+03, 0.228E+04, 0.440E+04, 0.391E+05, 0.565E+05, 0.292E+04, 0.411E+03, 0.129E+05, 0.229E+03, 0.230E+06, 0.158E+06, 0.837E+04, 0.797E+05, 0.697E+05, 0.000E+00
1992,    24, 0.844E+01, 0.121E+02, 0.000E+00, 0.646E+03, 0.437E+04, 0.627E+04, 0.493E+05, 0.781E+05, 0.527E+04, 0.671E+03, 0.226E+05, 0.231E+03, 0.406E+06, 0.138E+06, 0.735E+04, 0.699E+05, 0.612E+05, 0.000E+00
1993,    24, 0.953E+01, 0.105E+02, 0.000E+00, 0.762E+03, 0.769E+04, 0.717E+04, 0.670E+05, 0.103E+06, 0.877E+04, 0.823E+03, 0.289E+05, 0.254E+03, 0.522E+06, 0.213E+06, 0.113E+05, 0.108E+06, 0.942E+05, 0.000E+00
1994,    24, 0.980E+01, 0.971E+01, 0.000E+00, 0.684E+03, 0.585E+04, 0.612E+04, 0.976E+05, 0.129E+06, 0.679E+04, 0.731E+03, 0.250E+05, 0.209E+03, 0.449E+06, 0.146E+06, 0.773E+04, 0.736E+05, 0.643E+05, 0.000E+00
1995,    24, 0.957E+01, 0.987E+01, 0.000E+00, 0.447E+03, 0.292E+04, 0.469E+04, 0.431E+05, 0.920E+05, 0.874E+04, 0.120E+04, 0.442E+05, 0.462E+04, 0.753E+06, 0.656E+07, 0.348E+06, 0.331E+07, 0.290E+07, 0.000E+00
1996,    24, 0.886E+01, 0.121E+02, 0.000E+00, 0.119E+04, 0.986E+04, 0.913E+04, 0.621E+05, 0.117E+06, 0.125E+05, 0.134E+04, 0.462E+05, 0.134E+04, 0.821E+06, 0.141E+07, 0.746E+05, 0.710E+06, 0.621E+06, 0.000E+00
1997,    24, 0.925E+01, 0.107E+02, 0.000E+00, 0.705E+03, 0.499E+04, 0.572E+04, 0.631E+05, 0.935E+05, 0.602E+04, 0.724E+03, 0.246E+05, 0.306E+03, 0.441E+06, 0.289E+06, 0.154E+05, 0.146E+06, 0.128E+06, 0.000E+00
1998,    24, 0.101E+02, 0.926E+01, 0.000E+00, 0.931E+03, 0.800E+04, 0.688E+04, 0.679E+05, 0.110E+06, 0.938E+04, 0.101E+04, 0.355E+05, 0.364E+03, 0.639E+06, 0.366E+06, 0.194E+05, 0.185E+06, 0.162E+06, 0.000E+00
1999,    24, 0.883E+01, 0.137E+02, 0.000E+00, 0.137E+04, 0.117E+05, 0.955E+04, 0.700E+05, 0.201E+06, 0.256E+05, 0.345E+04, 0.121E+06, 0.104E+05, 0.207E+07, 0.145E+08, 0.771E+06, 0.734E+07, 0.642E+07, 0.000E+00
2000,    24, 0.855E+01, 0.120E+02, 0.000E+00, 0.813E+03, 0.477E+04, 0.582E+04, 0.496E+05, 0.841E+05, 0.598E+04, 0.866E+03, 0.286E+05, 0.338E+03, 0.510E+06, 0.418E+06, 0.222E+05, 0.211E+06, 0.185E+06, 0.000E+00
1991,    10, 0.943E+01, 0.119E+02, 0.000E+00, 0.116E+04, 0.403E+04, 0.151E+05, 0.580E+05, 0.134E+06, 0.110E+05, 0.185E+04, 0.610E+05, 0.508E+04, 0.109E+07, 0.315E+07, 0.176E+06, 0.140E+07, 0.158E+07, 0.000E+00
1992,    10, 0.886E+01, 0.135E+02, 0.000E+00, 0.183E+04, 0.502E+04, 0.163E+05, 0.609E+05, 0.168E+06, 0.154E+05, 0.257E+04, 0.911E+05, 0.785E+04, 0.165E+07, 0.427E+07, 0.234E+06, 0.190E+07, 0.214E+07, 0.000E+00
1993,    10, 0.991E+01, 0.107E+02, 0.000E+00, 0.145E+04, 0.442E+04, 0.157E+05, 0.642E+05, 0.155E+06, 0.104E+05, 0.220E+04, 0.748E+05, 0.375E+04, 0.135E+07, 0.210E+07, 0.113E+06, 0.944E+06, 0.105E+07, 0.000E+00
1994,    10, 0.969E+01, 0.114E+02, 0.000E+00, 0.183E+04, 0.505E+04, 0.168E+05, 0.700E+05, 0.181E+06, 0.177E+05, 0.275E+04, 0.945E+05, 0.990E+04, 0.169E+07, 0.473E+07, 0.266E+06, 0.209E+07, 0.237E+07, 0.000E+00
1995,    10, 0.975E+01, 0.109E+02, 0.000E+00, 0.109E+04, 0.427E+04, 0.148E+05, 0.584E+05, 0.133E+06, 0.964E+04, 0.178E+04, 0.595E+05, 0.359E+04, 0.107E+07, 0.230E+07, 0.120E+06, 0.104E+07, 0.114E+07, 0.000E+00
1996,    10, 0.926E+01, 0.124E+02, 0.000E+00, 0.225E+04, 0.628E+04, 0.219E+05, 0.867E+05, 0.227E+06, 0.184E+05, 0.338E+04, 0.118E+06, 0.874E+04, 0.213E+07, 0.451E+07, 0.245E+06, 0.202E+07, 0.225E+07, 0.000E+00
1997,    10, 0.955E+01, 0.117E+02, 0.000E+00, 0.163E+04, 0.461E+04, 0.168E+05, 0.887E+05, 0.190E+06, 0.109E+05, 0.242E+04, 0.845E+05, 0.385E+04, 0.153E+07, 0.238E+07, 0.126E+06, 0.107E+07, 0.118E+07, 0.000E+00
1998,    10, 0.102E+02, 0.104E+02, 0.000E+00, 0.230E+04, 0.578E+04, 0.188E+05, 0.758E+05, 0.216E+06, 0.173E+05, 0.361E+04, 0.121E+06, 0.787E+04, 0.218E+07, 0.445E+07, 0.244E+06, 0.199E+07, 0.222E+07, 0.000E+00
1999,    10, 0.915E+01, 0.136E+02, 0.000E+00, 0.256E+04, 0.589E+04, 0.187E+05, 0.749E+05, 0.247E+06, 0.358E+05, 0.396E+04, 0.153E+06, 0.259E+05, 0.275E+07, 0.935E+07, 0.503E+06, 0.418E+07, 0.467E+07, 0.000E+00
2000,    10, 0.857E+01, 0.146E+02, 0.000E+00, 0.206E+04, 0.555E+04, 0.189E+05, 0.909E+05, 0.217E+06, 0.150E+05, 0.308E+04, 0.108E+06, 0.642E+04, 0.194E+07, 0.365E+07, 0.193E+06, 0.165E+07, 0.181E+07, 0.000E+00
1991,    19, 0.955E+01, 0.128E+02, 0.000E+00, 0.309E+04, 0.161E+05, 0.662E+05, 0.158E+06, 0.459E+06, 0.417E+05, 0.652E+04, 0.234E+06, 0.190E+05, 0.420E+07, 0.103E+08, 0.603E+06, 0.464E+07, 0.503E+07, 0.000E+00
1992,    19, 0.924E+01, 0.139E+02, 0.000E+00, 0.415E+04, 0.186E+05, 0.641E+05, 0.136E+06, 0.498E+06, 0.523E+05, 0.776E+04, 0.298E+06, 0.259E+05, 0.538E+07, 0.116E+08, 0.680E+06, 0.522E+07, 0.566E+07, 0.000E+00
1993,    19, 0.103E+02, 0.106E+02, 0.000E+00, 0.300E+04, 0.154E+05, 0.639E+05, 0.141E+06, 0.434E+06, 0.307E+05, 0.626E+04, 0.229E+06, 0.906E+04, 0.414E+07, 0.548E+07, 0.321E+06, 0.248E+07, 0.268E+07, 0.000E+00
1994,    19, 0.990E+01, 0.119E+02, 0.000E+00, 0.411E+04, 0.180E+05, 0.690E+05, 0.178E+06, 0.543E+06, 0.496E+05, 0.814E+04, 0.296E+06, 0.235E+05, 0.530E+07, 0.118E+08, 0.694E+06, 0.536E+07, 0.578E+07, 0.000E+00
1995,    19, 0.101E+02, 0.110E+02, 0.000E+00, 0.246E+04, 0.142E+05, 0.598E+05, 0.125E+06, 0.381E+06, 0.272E+05, 0.532E+04, 0.196E+06, 0.768E+04, 0.355E+07, 0.529E+07, 0.310E+06, 0.240E+07, 0.259E+07, 0.000E+00
1996,    19, 0.952E+01, 0.128E+02, 0.000E+00, 0.514E+04, 0.227E+05, 0.866E+05, 0.222E+06, 0.683E+06, 0.592E+05, 0.101E+05, 0.374E+06, 0.264E+05, 0.672E+07, 0.130E+08, 0.765E+06, 0.589E+07, 0.637E+07, 0.000E+00
1997,    19, 0.983E+01, 0.119E+02, 0.000E+00, 0.317E+04, 0.155E+05, 0.639E+05, 0.169E+06, 0.474E+06, 0.327E+05, 0.645E+04, 0.241E+06, 0.108E+05, 0.436E+07, 0.623E+07, 0.366E+06, 0.282E+07, 0.304E+07, 0.000E+00
1998,    19, 0.103E+02, 0.110E+02, 0.000E+00, 0.490E+04, 0.195E+05, 0.724E+05, 0.179E+06, 0.606E+06, 0.531E+05, 0.100E+05, 0.355E+06, 0.236E+05, 0.633E+07, 0.128E+08, 0.747E+06, 0.577E+07, 0.624E+07, 0.000E+00
1999,    19, 0.924E+01, 0.145E+02, 0.000E+00, 0.628E+04, 0.224E+05, 0.748E+05, 0.182E+06, 0.721E+06, 0.110E+06, 0.115E+05, 0.464E+06, 0.757E+05, 0.834E+07, 0.248E+08, 0.146E+07, 0.111E+08, 0.121E+08, 0.000E+00
2000,    19, 0.900E+01, 0.145E+02, 0.000E+00, 0.460E+04, 0.191E+05, 0.719E+05, 0.216E+06, 0.617E+06, 0.458E+05, 0.883E+04, 0.329E+06, 0.179E+05, 0.592E+07, 0.101E+08, 0.591E+06, 0.456E+07, 0.494E+07, 0.000E+00
1991,    11, 0.962E+01, 0.127E+02, 0.000E+00, 0.135E+04, 0.640E+04, 0.270E+05, 0.565E+05, 0.183E+06, 0.176E+05, 0.290E+04, 0.996E+05, 0.827E+04, 0.178E+07, 0.557E+07, 0.298E+06, 0.245E+07, 0.282E+07, 0.000E+00
1992,    11, 0.929E+01, 0.138E+02, 0.000E+00, 0.168E+04, 0.717E+04, 0.252E+05, 0.451E+05, 0.188E+06, 0.198E+05, 0.321E+04, 0.118E+06, 0.938E+04, 0.214E+07, 0.538E+07, 0.288E+06, 0.237E+07, 0.272E+07, 0.000E+00
1993,    11, 0.103E+02, 0.105E+02, 0.000E+00, 0.125E+04, 0.617E+04, 0.255E+05, 0.467E+05, 0.166E+06, 0.129E+05, 0.268E+04, 0.941E+05, 0.401E+04, 0.170E+07, 0.278E+07, 0.149E+06, 0.123E+07, 0.141E+07, 0.000E+00
1994,    11, 0.996E+01, 0.118E+02, 0.000E+00, 0.166E+04, 0.672E+04, 0.259E+05, 0.554E+05, 0.198E+06, 0.176E+05, 0.338E+04, 0.117E+06, 0.746E+04, 0.209E+07, 0.491E+07, 0.265E+06, 0.217E+07, 0.248E+07, 0.000E+00
1995,    11, 0.102E+02, 0.108E+02, 0.000E+00, 0.981E+03, 0.564E+04, 0.235E+05, 0.390E+05, 0.139E+06, 0.107E+05, 0.216E+04, 0.760E+05, 0.287E+04, 0.137E+07, 0.233E+07, 0.125E+06, 0.103E+07, 0.118E+07, 0.000E+00
1996,    11, 0.954E+01, 0.127E+02, 0.000E+00, 0.205E+04, 0.820E+04, 0.339E+05, 0.757E+05, 0.256E+06, 0.220E+05, 0.409E+04, 0.146E+06, 0.973E+04, 0.262E+07, 0.582E+07, 0.312E+06, 0.256E+07, 0.294E+07, 0.000E+00
1997,    11, 0.984E+01, 0.117E+02, 0.000E+00, 0.127E+04, 0.600E+04, 0.256E+05, 0.558E+05, 0.175E+06, 0.120E+05, 0.259E+04, 0.935E+05, 0.343E+04, 0.169E+07, 0.252E+07, 0.136E+06, 0.111E+07, 0.127E+07, 0.000E+00
1998,    11, 0.104E+02, 0.109E+02, 0.000E+00, 0.205E+04, 0.760E+04, 0.288E+05, 0.559E+05, 0.231E+06, 0.238E+05, 0.424E+04, 0.146E+06, 0.120E+05, 0.260E+07, 0.691E+07, 0.370E+06, 0.304E+07, 0.350E+07, 0.000E+00
1999,    11, 0.923E+01, 0.144E+02, 0.000E+00, 0.274E+04, 0.843E+04, 0.302E+05, 0.643E+05, 0.284E+06, 0.425E+05, 0.480E+04, 0.189E+06, 0.293E+05, 0.340E+07, 0.121E+08, 0.649E+06, 0.534E+07, 0.614E+07, 0.000E+00
2000,    11, 0.891E+01, 0.149E+02, 0.000E+00, 0.212E+04, 0.777E+04, 0.298E+05, 0.815E+05, 0.258E+06, 0.207E+05, 0.406E+04, 0.146E+06, 0.887E+04, 0.263E+07, 0.591E+07, 0.317E+06, 0.260E+07, 0.299E+07, 0.000E+00
1991,     0, 0.948E+01, 0.127E+02, 0.000E+00, 0.111E+03, 0.387E+03, 0.189E+04, 0.427E+04, 0.134E+05, 0.108E+04, 0.195E+03, 0.726E+04, 0.498E+03, 0.117E+06, 0.466E+06, 0.244E+05, 0.203E+06, 0.238E+06, 0.000E+00
1992,     0, 0.915E+01, 0.138E+02, 0.000E+00, 0.137E+03, 0.431E+03, 0.175E+04, 0.333E+04, 0.136E+05, 0.120E+04, 0.211E+03, 0.852E+04, 0.561E+03, 0.139E+06, 0.434E+06, 0.228E+05, 0.190E+06, 0.222E+06, 0.000E+00
1993,     0, 0.102E+02, 0.105E+02, 0.000E+00, 0.102E+03, 0.363E+03, 0.176E+04, 0.351E+04, 0.119E+05, 0.766E+03, 0.175E+03, 0.668E+04, 0.228E+03, 0.109E+06, 0.217E+06, 0.114E+05, 0.948E+05, 0.111E+06, 0.000E+00
1994,     0, 0.985E+01, 0.116E+02, 0.000E+00, 0.134E+03, 0.397E+03, 0.178E+04, 0.405E+04, 0.142E+05, 0.102E+04, 0.220E+03, 0.832E+04, 0.400E+03, 0.135E+06, 0.367E+06, 0.193E+05, 0.160E+06, 0.188E+06, 0.000E+00
1995,     0, 0.100E+02, 0.107E+02, 0.000E+00, 0.774E+02, 0.324E+03, 0.160E+04, 0.282E+04, 0.969E+04, 0.618E+03, 0.139E+03, 0.527E+04, 0.155E+03, 0.860E+05, 0.175E+06, 0.918E+04, 0.764E+05, 0.896E+05, 0.000E+00
1996,     0, 0.935E+01, 0.129E+02, 0.000E+00, 0.166E+03, 0.489E+03, 0.238E+04, 0.565E+04, 0.186E+05, 0.133E+04, 0.269E+03, 0.105E+05, 0.570E+03, 0.171E+06, 0.463E+06, 0.243E+05, 0.202E+06, 0.237E+06, 0.000E+00
1997,     0, 0.971E+01, 0.117E+02, 0.000E+00, 0.101E+03, 0.349E+03, 0.177E+04, 0.412E+04, 0.125E+05, 0.701E+03, 0.167E+03, 0.656E+04, 0.186E+03, 0.107E+06, 0.190E+06, 0.995E+04, 0.828E+05, 0.971E+05, 0.000E+00
1998,     0, 0.103E+02, 0.108E+02, 0.000E+00, 0.166E+03, 0.459E+03, 0.201E+04, 0.413E+04, 0.167E+05, 0.146E+04, 0.280E+03, 0.106E+05, 0.726E+03, 0.171E+06, 0.557E+06, 0.292E+05, 0.243E+06, 0.285E+06, 0.000E+00
1999,     0, 0.910E+01, 0.144E+02, 0.000E+00, 0.228E+03, 0.515E+03, 0.216E+04, 0.485E+04, 0.217E+05, 0.269E+04, 0.335E+03, 0.147E+05, 0.184E+04, 0.238E+06, 0.101E+07, 0.527E+05, 0.439E+06, 0.514E+06, 0.000E+00
2000,     0, 0.872E+01, 0.151E+02, 0.000E+00, 0.175E+03, 0.469E+03, 0.212E+04, 0.609E+04, 0.190E+05, 0.125E+04, 0.273E+03, 0.107E+05, 0.506E+03, 0.175E+06, 0.438E+06, 0.230E+05, 0.191E+06, 0.224E+06, 0.000E+00
1991,    62, 0.925E+01, 0.962E+01, 0.000E+00, 0.133E+03, 0.917E+02, 0.719E+03, 0.380E+04, 0.539E+04, 0.177E+03, 0.661E+02, 0.873E+03, 0.194E+02, 0.186E+05, 0.206E+05, 0.693E+03, 0.115E+05, 0.840E+04, 0.000E+00
1992,    62, 0.873E+01, 0.106E+02, 0.000E+00, 0.127E+03, 0.946E+02, 0.661E+03, 0.369E+04, 0.597E+04, 0.262E+03, 0.804E+02, 0.162E+04, 0.872E+02, 0.358E+05, 0.929E+05, 0.313E+04, 0.519E+05, 0.379E+05, 0.000E+00
1993,    62, 0.920E+01, 0.977E+01, 0.000E+00, 0.187E+03, 0.157E+03, 0.943E+03, 0.480E+04, 0.940E+04, 0.532E+03, 0.136E+03, 0.365E+04, 0.239E+03, 0.817E+05, 0.241E+06, 0.813E+04, 0.135E+06, 0.985E+05, 0.000E+00
1994,    62, 0.910E+01, 0.102E+02, 0.000E+00, 0.173E+03, 0.116E+03, 0.844E+03, 0.430E+04, 0.636E+04, 0.233E+03, 0.844E+02, 0.122E+04, 0.327E+02, 0.261E+05, 0.292E+05, 0.985E+03, 0.163E+05, 0.119E+05, 0.000E+00
1995,    62, 0.915E+01, 0.988E+01, 0.000E+00, 0.146E+03, 0.102E+03, 0.785E+03, 0.507E+04, 0.732E+04, 0.253E+03, 0.869E+02, 0.147E+04, 0.633E+02, 0.317E+05, 0.672E+05, 0.226E+04, 0.375E+05, 0.274E+05, 0.000E+00
1996,    62, 0.893E+01, 0.107E+02, 0.000E+00, 0.268E+03, 0.241E+03, 0.139E+04, 0.572E+04, 0.136E+05, 0.904E+03, 0.222E+03, 0.645E+04, 0.441E+03, 0.144E+06, 0.418E+06, 0.141E+05, 0.233E+06, 0.171E+06, 0.000E+00
